case_number,category_id,location_id,occurred_at,reported_at,description,mo_tags,status,priority,progress,assigned_officer_id,dataset_provenance,source_import_job_id,source_file,source_row_ref,id,created_at,updated_at
CR-2026-DET-283,537eee7f-7c4d-415e-b9be-792c02658f23,eadefec7-c66a-4a79-a719-3e5c4741de09,2026-05-08 12:40:00,2026-05-08 14:00:00,"Property Disputes reported at Chitradurga Fort Area, Chitradurga","distillery raid, illicit arrac transport, unbranded glass bottles",open,high,7,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,98ce8246-963f-4e06-af05-3111177221d2,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-304,53249216-9af1-450e-b498-547d83a6ba26,bafdb499-eb05-4f1a-99d6-f9eeed47fd2e,2026-07-09 20:00:00,2026-07-09 21:05:00,"Assault reported at Puttur Town Center, Dakshina Kannada","electronic surveillance evasion, modified vehicle plates",unsolved,critical,22,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,99524326-e554-4306-9104-3ed8a06a40ba,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-MND-001,019ae936-623e-4279-8981-d5b369e400f3,9f99dfc3-9d40-4c97-832b-59260dfdad8a,2026-08-15 19:25:00,2026-08-15 21:25:00,"Domestic Violence reported at Mandya Town Center, Mandya",dowry harassment and physical assault,open,medium,25,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,9965c0e3-2400-46ae-bdfe-cab1444de54b,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-076,019ae936-623e-4279-8981-d5b369e400f3,d9061461-6426-4fd4-861a-d5528957c9c3,2024-08-22 18:35:00,2024-08-22 22:40:00,"Domestic Violence reported at Vijayapura Fort Area, Vijayapura","temple crowd chain snatching, getaway bike, gold targeting, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",open,critical,34,5bbc94f3-51a0-47de-802a-dd4b4ccedab1,demo,,,,9a24f941-d25f-45c1-9360-8c8627fb6e83,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-MND-002,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,5746881f-84f3-4219-92fb-0ed29d4d8936,2026-08-08 23:55:00,2026-08-09 04:50:00,"Smuggling & Excise Violations reported at Mysuru-Mandya Highway, Mandya",illicit arrac transport via highway,open,medium,30,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,9a88a0ad-a2ac-424b-a4d2-f7ad76a84304,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-023,7da8b3f7-e772-4580-b901-3beb7e65454c,8cc97cfd-82fe-492f-b5e9-b66d17ce4a58,2024-03-16 17:05:00,2024-03-16 19:10:00,"Cyber Crime & Online Fraud reported at Hiriyur Junction, Chitradurga",fake identity documents,open,low,42,cf8c9086-2c1f-460b-86ae-70194c545cf9,demo,,,,9af383fb-d75d-4d5e-ac70-84dc15a9fc12,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-218,019ae936-623e-4279-8981-d5b369e400f3,3d6a60ba-8f85-4f78-8477-37b0aca20425,2025-10-23 22:15:00,2025-10-24 02:40:00,"Domestic Violence reported at Jamakhandi Station Road, Bagalkote","temple crowd chain snatching, getaway bike, gold targeting",appealed,high,41,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,9b077177-574d-4bc5-b048-19251435274f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-291,7da8b3f7-e772-4580-b901-3beb7e65454c,9f99dfc3-9d40-4c97-832b-59260dfdad8a,2026-06-02 16:30:00,2026-06-02 20:05:00,"Cyber Crime & Online Fraud reported at Mandya Town Center, Mandya","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,medium,21,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,9c1a7ab3-78e4-4be4-8b2d-719adda23594,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-CMR-001,53249216-9af1-450e-b498-547d83a6ba26,aee07501-43c6-40b9-8cad-266365912cc2,2026-08-13 09:15:00,2026-08-13 13:25:00,"Assault reported at Chamarajanagar Town, Chamarajanagar",village boundary dispute assault,open,medium,20,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,9c9dd48a-5386-4a1b-84fa-5cecec51ff38,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-116,e8dd85a6-421f-452c-811a-c3bed4e9a18b,60a1ce7d-e7ff-4d1b-8b91-39b289f3bfa9,2024-12-20 23:20:00,2024-12-21 00:30:00,"Theft & Burglaries reported at Shimoga City Center, Shimoga","crowbar lock bypass, coordinated group activity, cash-only transactions",unsolved,medium,53,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,9fa879d3-a095-44a2-996b-2f82394e8924,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-273,e8dd85a6-421f-452c-811a-c3bed4e9a18b,304c385e-8058-4cac-afa7-ad6cf9798c15,2026-04-08 21:30:00,2026-04-09 01:00:00,"Theft & Burglaries reported at Chikkaballapura Town, Chikkaballapura",night operation,investigating,high,72,bf35b187-ebe7-4b59-8410-4293f883621a,demo,,,,9fe6477f-a499-4e07-9862-f96059c28999,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-MNG-004,53249216-9af1-450e-b498-547d83a6ba26,f07ae8af-ace2-4c71-a2dc-af921c23b8c5,2026-08-02 10:20:00,2026-08-02 11:30:00,"Assault reported at Surathkal Beach Road, Dakshina Kannada",road rage assault with weapon,closed,medium,100,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,a096c3ab-bf86-4217-a4ac-b8c7faa9ea97,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-143,537eee7f-7c4d-415e-b9be-792c02658f23,8fed2fe8-53a5-43e6-a4f8-64dc40e0e239,2025-03-13 19:05:00,2025-03-13 21:20:00,"Property Disputes reported at Gadag Town Center, Gadag","cash-only transactions, crowbar lock bypass",appealed,medium,88,b19d0b00-458c-4d08-b530-342a4d4f368b,demo,,,,a0af1336-8a0e-4208-88cc-59fe766a4b72,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-317,7da8b3f7-e772-4580-b901-3beb7e65454c,8534693e-6e1d-4a29-aeae-e35baf000f0a,2026-08-16 16:00:00,2026-08-16 17:50:00,"Cyber Crime & Online Fraud reported at Bagalkote Main Road, Bagalkote","scooter reconnaissance, crowbar entry, night operation, cash targeting",investigating,medium,72,b9af6e21-ff39-4174-bce7-d4fcdcfc9a9d,demo,,,,a0f5fce0-36ae-4068-9dbf-80165deb9439,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-297,e8dd85a6-421f-452c-811a-c3bed4e9a18b,aee07501-43c6-40b9-8cad-266365912cc2,2026-06-20 00:50:00,2026-06-20 03:55:00,"Theft & Burglaries reported at Chamarajanagar Town, Chamarajanagar","distillery raid, illicit arrac transport, unbranded glass bottles",unsolved,high,62,a42d03ad-0de6-4b92-96ef-5ab3f60aff1e,demo,,,,a1480d60-21b2-4c7e-a4c2-b1b7227e87ed,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-033,b832740f-0285-496a-8ae7-c0ba3fce708b,a4bedd52-a3dc-4a90-8569-dca5662935e5,2024-04-17 21:45:00,2024-04-18 00:30:00,"Narcotics Smuggling Services reported at Chowk Survey Layout, Kalaburagi","interstate transit, concealed false compartment, synthetic MDMA, dead drop",investigating,low,70,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,a1e6f5c9-7041-4bc3-b9e2-b1542469509f,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-237,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2025-12-21 23:55:00,2025-12-22 04:25:00,"Smuggling & Excise Violations reported at Harpanahalli Junction, Davanagere","warehouse hideout used, fake identity documents",closed,high,100,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,a2ca6f13-5dc6-4d3c-9ca9-33dfb8deb5d4,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-097,e8dd85a6-421f-452c-811a-c3bed4e9a18b,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2024-10-25 01:50:00,2024-10-25 05:20:00,"Theft & Burglaries reported at Tumkuru Industrial Road, Tumkuru",vehicle reconnaissance,appealed,critical,86,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,a475f9d2-6252-4289-af18-97d242f42a71,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-251,e8dd85a6-421f-452c-811a-c3bed4e9a18b,dad870c6-c84b-4236-96b9-96b945aef839,2026-02-01 23:00:00,2026-02-02 00:50:00,"Theft & Burglaries reported at Yellapur Junction, Uttara Kannada","fake identity documents, modified vehicle plates, warehouse hideout used, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",closed,critical,100,8e38105b-15a3-48cb-8fe4-88a34542ccfa,demo,,,,a4eaef36-0e75-4812-8abc-5a82272586b3,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-248,7da8b3f7-e772-4580-b901-3beb7e65454c,60a1ce7d-e7ff-4d1b-8b91-39b289f3bfa9,2026-01-23 13:15:00,2026-01-23 17:40:00,"Cyber Crime & Online Fraud reported at Shimoga City Center, Shimoga","fake customer care portal, OTP interception, remote access app",appealed,medium,39,19ac4d07-7b48-4c0f-b27c-c36fdb9bf801,demo,,,,a6a751da-b91f-4820-a206-35d6fa32dc8c,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-003,53249216-9af1-450e-b498-547d83a6ba26,6df48abb-bec2-46fd-b5f2-fedb99cfbb11,2024-01-16 12:10:00,2024-01-16 16:00:00,"Assault reported at Khade Bazar Checkpoint, Belagavi","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",unsolved,medium,64,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,a731184f-93d6-40c0-8fd3-5688b379a177,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-281,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,03b9d756-8425-4ffb-b5a2-04eb70a3d54d,2026-05-02 02:50:00,2026-05-02 06:45:00,"Smuggling & Excise Violations reported at Channapatna Bus Stand, Ramanagara","cash-only transactions, fake identity documents",closed,critical,100,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,a8a1f1e1-b03b-4022-a661-0ed582127ea5,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-BNG-004,7da8b3f7-e772-4580-b901-3beb7e65454c,595f8b31-6c92-4d7b-868e-311497cbda34,2026-08-15 17:50:00,2026-08-15 20:55:00,"Cyber Crime & Online Fraud reported at HSR Layout Beat, Bengaluru Urban",cryptocurrency exchange scam,investigating,critical,55,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,a9d3a055-8219-4e8c-9d9b-ad03bc6ffb57,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-BDR-002,53249216-9af1-450e-b498-547d83a6ba26,af5fa199-cce9-4618-b574-e182e434dd6f,2026-07-30 10:50:00,2026-07-30 14:30:00,"Assault reported at Homnabad Cross, Bidar",communal tension assault incident,closed,high,100,2fd383db-cd0b-4cca-9161-74533c0a3647,demo,,,,aabf2b87-b00f-4c70-a5a0-23f28b027fed,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-BLR-001,1b770b27-4234-44c6-836f-811c4b1b0dca,e1cb5409-f69e-45e2-b587-aed5764741bd,2026-08-16 23:30:00,2026-08-17 02:40:00,"Illegal Mining Violations reported at Ballari Mines Sector B, Ballari",night mineral transport convoy,open,high,80,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,ab3d83c8-3120-4812-a7c3-a5da8f1627e3,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-185,b832740f-0285-496a-8ae7-c0ba3fce708b,f08b6675-bdea-4824-ab7b-02bc87e80982,2025-07-18 03:15:00,2025-07-18 08:00:00,"Narcotics Smuggling Services reported at Devaraja Market Zone, Mysuru","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",unsolved,high,66,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,ac2390f8-2e3d-4974-96d2-3c1ec707b22e,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-261,e8dd85a6-421f-452c-811a-c3bed4e9a18b,97c577f1-e34f-4af8-8d26-4aa6cef67b53,2026-03-02 22:40:00,2026-03-02 23:45:00,"Theft & Burglaries reported at Udupi Krishna Math Road, Udupi","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",investigating,high,63,59c075bd-c5d7-48bc-b115-91f5b0d2cf7b,demo,,,,adc133e7-4aa1-4239-983f-0e1c036c4200,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-047,53249216-9af1-450e-b498-547d83a6ba26,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2024-05-29 20:10:00,2024-05-29 23:25:00,"Assault reported at Harpanahalli Junction, Davanagere","highway cargo truck hijacking, driver assault, remote warehouse offload",unsolved,high,78,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,aec66443-14ab-4dd3-bb0c-35f16fa3eee9,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-179,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,7a1fcf66-da18-4fde-936f-31906c9a83f4,2025-06-29 01:25:00,2025-06-29 04:20:00,"Smuggling & Excise Violations reported at Koramangala Layout, Bengaluru Urban","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",closed,critical,100,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,aee8d751-5384-4854-abe7-356c7d38c074,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-169,7da8b3f7-e772-4580-b901-3beb7e65454c,af5fa199-cce9-4618-b574-e182e434dd6f,2025-05-29 17:50:00,2025-05-29 21:10:00,"Cyber Crime & Online Fraud reported at Homnabad Cross, Bidar","night riverbed extraction, forged transit permit, heavy excavator used",closed,medium,100,2fd383db-cd0b-4cca-9161-74533c0a3647,demo,,,,af70248b-91fe-4541-be51-6ad518eb9ec7,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-145,7da8b3f7-e772-4580-b901-3beb7e65454c,03fdd948-c6fe-4bcb-9aba-ce5ba867ee5c,2025-03-17 16:15:00,2025-03-17 20:25:00,"Cyber Crime & Online Fraud reported at Gangavathi Road, Koppal","highway cargo truck hijacking, driver assault, remote warehouse offload",appealed,high,57,f477b6e3-1f4a-46d7-a02e-bb78a32dd82b,demo,,,,af78b4d7-8868-43d5-b0de-a69fa644a598,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-BNG-003,e8dd85a6-421f-452c-811a-c3bed4e9a18b,7a1fcf66-da18-4fde-936f-31906c9a83f4,2026-08-23 22:05:00,2026-08-24 00:05:00,"Theft & Burglaries reported at Koramangala Layout, Bengaluru Urban","apartment burglary, smart lock bypass",open,medium,40,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,afce8adf-1722-477f-bcdc-4b72e8b78acc,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-152,7da8b3f7-e772-4580-b901-3beb7e65454c,42d2be64-dfc5-47d2-afd1-a3dcde829269,2025-04-08 18:55:00,2025-04-08 23:00:00,"Cyber Crime & Online Fraud reported at Yadagir Town Center, Yadagir","distillery raid, illicit arrac transport, unbranded glass bottles",closed,medium,100,27fea9ae-f398-4c45-a286-94af0bd08807,demo,,,,b08a6b5b-647e-4aa3-b791-3cb404b65f4f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-017,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,dc4b7077-3bfc-44e2-91fc-ac9c2ed3bf06,2024-03-02 21:45:00,2024-03-03 00:05:00,"Smuggling & Excise Violations reported at Ranebennur Cross, Haveri","night riverbed extraction, forged transit permit, heavy excavator used",open,medium,9,c64ed64b-cdd0-4f79-9a2a-f2df9ce61320,demo,,,,b0b63b06-4410-4332-8905-00c7167b4713,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-071,e8dd85a6-421f-452c-811a-c3bed4e9a18b,10bd2f3d-caec-4202-8ed8-5efd2c067854,2024-08-11 22:15:00,2024-08-12 02:25:00,"Theft & Burglaries reported at Kolar Gold Fields Road, Kolar","fake customer care portal, OTP interception, remote access app",appealed,high,85,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,b13ac356-bb2e-4655-a8a3-9fcaa708c031,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-148,e8dd85a6-421f-452c-811a-c3bed4e9a18b,9f99dfc3-9d40-4c97-832b-59260dfdad8a,2025-03-28 00:35:00,2025-03-28 04:55:00,"Theft & Burglaries reported at Mandya Town Center, Mandya","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",investigating,medium,85,f36f5a0e-c026-4c91-9ec4-02b25920283e,demo,,,,b1d72b14-3c34-4d29-a5c9-0e4c9780c9d5,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-159,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,0b019361-8ffd-49d7-b619-c58ae2b3a90f,2025-04-29 03:55:00,2025-04-29 08:10:00,"Smuggling & Excise Violations reported at Whitefield Cyber Cell Beat, Bengaluru Urban","warehouse hideout used, electronic surveillance evasion",unsolved,medium,83,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,b20efcb4-e499-496e-8907-7b88690f5f4a,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-035,b832740f-0285-496a-8ae7-c0ba3fce708b,088c09b4-a045-45b9-80b7-a9c61158ce49,2024-04-23 20:40:00,2024-04-23 22:25:00,"Narcotics Smuggling Services reported at Ramanagara Town Center, Ramanagara","vehicle reconnaissance, modified vehicle plates, coordinated group activity",open,low,43,5121147d-f1ba-4bf4-9391-f5b7bb9124fb,demo,,,,b22a67ec-5456-4e7a-848f-bac6ea8409ea,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-026,7da8b3f7-e772-4580-b901-3beb7e65454c,1886a491-3bc5-4de7-aeb6-2350e5a560d0,2024-03-29 17:50:00,2024-03-29 21:10:00,"Cyber Crime & Online Fraud reported at Hospet Town Center, Vijayanagara","land document forgery, witness intimidation, fake power of attorney, [ANOMALY_FLAGGED: unexpected high-severity off-hour spike]",closed,critical,100,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,b3308fd6-e7fb-4749-aaa1-afa2b939d48c,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-309,e8dd85a6-421f-452c-811a-c3bed4e9a18b,3388760d-ac61-45c4-bb24-2bca38f6d13e,2026-07-24 03:45:00,2026-07-24 06:30:00,"Theft & Burglaries reported at Arsikere Town Road, Hassan","coordinated group activity, darknet forum coordination, electronic surveillance evasion",open,high,8,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,b36cc217-9b8b-49df-96ac-79e887a7a0aa,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DWD-002,b832740f-0285-496a-8ae7-c0ba3fce708b,8ca968cd-085f-4ed9-a02e-90b26d1f329a,2026-08-24 20:40:00,2026-08-24 22:35:00,"Narcotics Smuggling Services reported at Hubli Traffic Island, Dharwad",interstate drug courier via bus terminal,open,critical,10,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,b3d07a00-54d4-443e-a8dd-144d3cd1735f,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-118,537eee7f-7c4d-415e-b9be-792c02658f23,f08b6675-bdea-4824-ab7b-02bc87e80982,2024-12-27 09:05:00,2024-12-27 11:05:00,"Property Disputes reported at Devaraja Market Zone, Mysuru","temple crowd chain snatching, getaway bike, gold targeting",unsolved,critical,50,6d399214-9acb-4a0b-98c8-ae0b2a17b775,demo,,,,b48cdc49-61ba-4b7e-a61f-d891a6c8b4b5,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-061,b832740f-0285-496a-8ae7-c0ba3fce708b,39c5202a-873d-4ce4-b993-90e8e720913a,2024-07-08 01:45:00,2024-07-08 03:50:00,"Narcotics Smuggling Services reported at Jayanagar 4th Block, Bengaluru Urban","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,critical,35,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,b5d84e84-99b6-4bad-b8dc-2c5c3889abc3,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-254,537eee7f-7c4d-415e-b9be-792c02658f23,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2026-02-10 16:00:00,2026-02-10 17:25:00,"Property Disputes reported at Harpanahalli Junction, Davanagere","fake identity documents, modified vehicle plates",open,medium,36,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,b6ad8367-6640-44c9-be05-fb3647daa999,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-257,b832740f-0285-496a-8ae7-c0ba3fce708b,d4bbaa84-6a09-47e5-a52d-738e27f8db20,2026-02-20 01:45:00,2026-02-20 04:30:00,"Narcotics Smuggling Services reported at Bellary City Center, Ballari","highway cargo truck hijacking, driver assault, remote warehouse offload",open,medium,10,35ec4bb7-90e0-43a2-9e8a-289e1339f1a0,demo,,,,b79d5e0b-0a43-42e6-ae74-e8e5e1d5640c,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-032,b832740f-0285-496a-8ae7-c0ba3fce708b,4e91e45a-2b03-406d-808b-cf92fa79f91d,2024-04-13 23:15:00,2024-04-14 04:00:00,"Narcotics Smuggling Services reported at Bangarapet Station Road, Kolar","darknet forum coordination, coordinated group activity",unsolved,medium,32,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,b7c3ef92-430b-4b3d-a85e-335af8d7000f,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-MNG-002,e8dd85a6-421f-452c-811a-c3bed4e9a18b,16f21049-399e-4ccc-bbb9-a42983811b9c,2026-08-17 23:25:00,2026-08-18 02:10:00,"Theft & Burglaries reported at Harbor Gate A, Dakshina Kannada",gold chain snatching at traffic signal,open,high,35,83c263dd-8664-438d-8f3e-f73f66c623f9,demo,,,,b8046ec9-4cd8-4840-b55b-425690c71195,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-052,b832740f-0285-496a-8ae7-c0ba3fce708b,ee3d6a63-af53-4c1c-b088-c69307792f39,2024-06-13 03:35:00,2024-06-13 08:10:00,"Narcotics Smuggling Services reported at Gulbarga University Road, Kalaburagi","highway cargo truck hijacking, driver assault, remote warehouse offload",unsolved,medium,49,c01b3bfb-4c1b-4e70-bd24-9411fd4745f0,demo,,,,ba401153-a203-4d3c-97bc-6657669fcfd2,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-250,9fe65fd9-5b8c-4ac3-9804-84fbe22d9b1f,d4a7d6da-b132-4b42-a3fd-2a3d537a912f,2026-01-30 21:45:00,2026-01-30 23:50:00,"Smuggling & Excise Violations reported at Harpanahalli Junction, Davanagere","night riverbed extraction, forged transit permit, heavy excavator used",open,critical,11,c31cd5b1-71b1-4e9d-a06b-9fadde8f9e6f,demo,,,,ba4ff860-8003-477b-b987-1e482e31424f,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-KLR-002,b832740f-0285-496a-8ae7-c0ba3fce708b,4e91e45a-2b03-406d-808b-cf92fa79f91d,2026-08-22 02:50:00,2026-08-22 06:20:00,"Narcotics Smuggling Services reported at Bangarapet Station Road, Kolar",cannabis supply chain from Andhra border,investigating,high,15,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,bb1fbdd7-ffdd-4961-abb1-237a83bf56f7,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-KLR-001,e8dd85a6-421f-452c-811a-c3bed4e9a18b,10bd2f3d-caec-4202-8ed8-5efd2c067854,2026-08-07 23:55:00,2026-08-08 04:10:00,"Theft & Burglaries reported at Kolar Gold Fields Road, Kolar",gold jewellery heist during festival,open,high,40,314c456a-4c37-43b1-99a0-4b6239463b6f,demo,,,,bc0088d9-6cc7-4054-a197-da3345ffb276,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-162,1b770b27-4234-44c6-836f-811c4b1b0dca,3388760d-ac61-45c4-bb24-2bca38f6d13e,2025-05-10 03:50:00,2025-05-10 07:40:00,"Illegal Mining Violations reported at Arsikere Town Road, Hassan","crypto mule routing, fake KYC, call spoofing, high-yield investment scam",open,high,37,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,bc10eda1-7c9a-473c-a1b5-0be86b966815,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-030,53249216-9af1-450e-b498-547d83a6ba26,0b019361-8ffd-49d7-b619-c58ae2b3a90f,2024-04-09 12:20:00,2024-04-09 13:20:00,"Assault reported at Whitefield Cyber Cell Beat, Bengaluru Urban","land document forgery, witness intimidation, fake power of attorney",appealed,high,80,643e99ee-2480-49cb-b1b0-23ff69b53493,demo,,,,bd8f548a-3cd5-4846-9aff-ff4cf930ac29,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-VJN-002,e8dd85a6-421f-452c-811a-c3bed4e9a18b,9fcb383c-3e94-43ff-a9da-349c924f7167,2026-08-08 21:15:00,2026-08-09 02:00:00,"Theft & Burglaries reported at Bellary-Hospet Road, Vijayanagara",mining equipment theft from depot,open,medium,30,219a87ba-850b-48e5-8a33-2151a3337db0,demo,,,,bd97266d-7b7a-4c3b-a1d3-954cbce5d01e,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-253,53249216-9af1-450e-b498-547d83a6ba26,1c7e41d2-86d7-41f1-8877-d22fd4eb2a6b,2026-02-07 14:50:00,2026-02-07 18:10:00,"Assault reported at Dharwad Market Yard, Dharwad","scooter reconnaissance, crowbar entry, night operation, cash targeting",unsolved,critical,48,905faca5-a4ac-49a1-bc88-1d5e1907b6cb,demo,,,,bdffa3f1-47ac-447d-ab0d-9460e8658585,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-075,b832740f-0285-496a-8ae7-c0ba3fce708b,3388760d-ac61-45c4-bb24-2bca38f6d13e,2024-08-19 23:35:00,2024-08-20 04:30:00,"Narcotics Smuggling Services reported at Arsikere Town Road, Hassan","scooter reconnaissance, crowbar entry, night operation, cash targeting",investigating,critical,71,d90df2b2-c392-4aed-8af3-1024b8d7e0a0,demo,,,,bed6105d-a151-43cc-b713-a3715c85b712,2026-08-29 12:45:07,2026-08-29 12:45:07
CR-2026-DET-206,019ae936-623e-4279-8981-d5b369e400f3,3733d8bd-c340-422a-b303-10f2e7871b5b,2025-09-16 22:55:00,2025-09-17 03:50:00,"Domestic Violence reported at Camp Area Patrol, Belagavi","modified vehicle plates, fake identity documents, vehicle reconnaissance",open,high,22,31d37711-b1aa-44be-b8fd-c1a4355577d9,demo,,,,bf9c7ee9-a470-4826-a42c-852271d85dac,2026-08-29 12:45:08,2026-08-29 12:45:08
CR-2026-DET-015,019ae936-623e-4279-8981-d5b369e400f3,0981e5d1-2018-463a-8b8a-1e5fdcf2506b,2024-02-21 22:15:00,2024-02-22 02:40:00,"Domestic Violence reported at Tumkuru Industrial Road, Tumkuru","distillery raid, illicit arrac transport, unbranded glass bottles",closed,critical,100,32ef8189-db8a-47c3-b687-3bf34a097b2b,demo,,,,bfa52435-215f-436d-9743-dbfdbe7f986b,2026-08-29 12:45:07,2026-08-29 12:45:07
